
0.50, -0.14, 0
0.65, 1.52, 0
-0.23, -0.23, 0
1.58, 0.77, 0
-0.47, 0.54, 0
-0.46, -0.47, 0
0.24, -1.91, 0
-1.72, -0.56, 0
-1.01, 0.31, 0
-0.91, -1.41, 0
1.47, -0.23, 0
0.07, -1.42, 0
-0.54, 0.11, 0
-1.15, 0.38, 0
-0.60, -0.29, 0
-0.60, 1.85, 0
-0.01, -1.06, 0
0.82, -1.22, 0
0.21, -1.96, 0
-1.33, 0.20, 0
0.74, 0.17, 0
-0.12, -0.30, 0
-1.48, -0.72, 0
-0.46, 1.06, 0
0.34, -1.76, 0
0.32, -0.39, 0
-0.68, 0.61, 0
1.03, 0.93, 0
-0.84, -0.31, 0
0.33, 0.98, 0
-0.48, -0.19, 0
-1.11, -1.20, 0
0.81, 1.36, 0
-0.07, 1.00, 0
0.36, -0.65, 0
0.36, 1.54, 0
-0.04, 1.56, 0
-2.62, 0.82, 0
0.09, -0.30, 0
0.09, -1.99, 0
-0.22, 0.36, 0
1.48, -0.52, 0
-0.81, -0.50, 0
0.92, 0.33, 0
-0.53, 0.51, 0
0.10, 0.97, 0
-0.70, -0.33, 0
-0.39, -1.46, 0
0.30, 0.26, 0
0.01, -0.23, 0
-1.42, -0.42, 0
-0.34, -0.80, 0
-0.16, 0.40, 0
1.89, 0.17, 0
0.26, -0.07, 0
-1.92, -0.03, 0
0.06, 2.46, 0
-0.19, 0.30, 0
-0.03, -1.17, 0
1.14, 0.75, 0
0.79, -0.91, 0
1.40, -1.40, 0
0.59, 2.19, 0
-0.99, -0.57, 0
0.10, -0.50, 0
-1.55, 0.07, 0
-1.06, 0.47, 0
-0.92, 1.55, 0
-0.78, -0.32, 0
0.81, -1.23, 0
0.23, 1.31, 0
-1.61, 0.18, 0
0.26, 0.78, 0
-1.24, -1.32, 0
0.52, 0.30, 0
0.25, 0.35, 0
-0.68, 0.23, 0
0.29, -0.71, 0
1.87, 0.47, 0
-1.19, 0.66, 0
-0.97, 0.79, 0
1.16, -0.82, 0
0.96, 0.41, 0
0.82, 1.90, 0
-0.25, -0.75, 0
-0.89, -0.82, 0
-0.08, 0.34, 0
0.28, 0.83, 0
0.01, 1.45, 0
-0.26, 2.72, 0
0.63, -0.86, 0
-1.07, 0.48, 0
-0.22, 0.71, 0
0.47, -0.07, 0
-0.85, -1.51, 0
-0.45, 0.86, 0
0.21, -1.25, 0
0.17, 0.39, 0
-0.88, 0.15, 0
0.06, -1.14, 0
0.36, 0.56, 0
1.08, 1.05, 0
-1.38, -0.94, 0
0.52, 0.51, 0
0.52, 3.85, 0
0.57, 1.14, 0
0.95, 0.65, 0
-0.32, 0.76, 0
-0.77, -0.24, 0
-0.49, 0.08, 0
2.31, -1.87, 0
0.69, -1.61, 0
-0.47, 1.09, 0
0.06, -1.08, 0
-0.72, 0.68, 0
-0.73, 0.22, 0
0.05, -0.65, 0
2.14, 0.63, 0
-2.03, 0.19, 0
-0.66, 0.85, 0
-0.79, -0.11, 0
0.50, 0.87, 0
-1.20, -0.33, 0
-0.47, -0.65, 0
1.77, 0.40, 0
-1.26, 0.92, 0
2.12, 1.03, 0
-1.52, -0.48, 0
1.27, -0.71, 0
0.44, 0.77, 0
-0.93, -0.06, 0
-3.24, -1.02, 0
-0.25, -1.25, 0
1.63, -1.43, 0
-0.44, 0.13, 0
1.44, -1.44, 0
1.16, 0.01, 0
-0.98, 0.46, 0
0.20, -0.60, 0
0.07, -0.39, 0
0.11, 0.66, 0
1.59, -1.24, 0
2.13, -1.95, 0
-0.15, 0.59, 0
0.28, -0.62, 0
-0.21, -0.49, 0
-0.59, 0.85, 0
0.36, -0.69, 0
0.90, 0.31, 0
0.81, 0.63, 0
-0.83, -0.56, 0
0.75, 0.61, 0
-0.02, 0.12, 0
1.28, -0.59, 0
0.55, -0.20, 0
-0.22, 1.10, 0
0.83, 0.81, 0
1.31, 0.02, 0
0.68, -0.31, 0
0.32, -0.13, 0
0.10, 0.60, 0
-0.82, 2.09, 0
-1.01, -1.21, 0
1.16, 0.79, 0
0.62, 0.63, 0
-0.01, -0.90, 0
0.08, -0.68, 0
0.98, -0.15, 0
-0.83, -0.32, 0
0.41, -0.56, 0
-0.82, 0.24, 0
0.24, -0.51, 0
-0.47, 0.23, 0
-1.45, -1.41, 0
-0.72, -0.21, 0
0.31, 1.48, 0
0.86, -0.16, 0
-0.02, -1.00, 0
-0.02, -0.29, 0
0.32, -0.83, 0
0.52, 1.53, 0
-0.11, 0.40, 0
0.69, -0.40, 0
0.22, 0.01, 0
0.10, -0.77, 0
0.02, 0.50, 0
1.45, 0.96, 0
2.15, -0.77, 0
0.87, 0.18, 0
2.19, -0.81, 0
-0.84, -0.60, 0
-2.12, -0.53, 0
-0.76, 0.15, 0
0.34, 1.88, 0
0.95, -0.58, 0
-0.90, 0.49, 0
-1.32, 1.83, 0
1.18, -0.47, 0
-1.71, 1.35, 0
-0.11, 1.24, 0
-1.59, -0.60, 0
0.01, 0.05, 0
-0.45, 0.62, 0
-1.07, -0.14, 0
0.12, 0.51, 0
0.71, -1.12, 0
-1.53, 1.28, 0
0.33, -0.75, 0
1.55, 0.12, 0
1.18, 0.07, 0
2.06, 1.76, 0
-0.25, 0.97, 0
0.65, 1.37, 0
-0.96, 0.69, 0
1.06, -1.76, 0
-1.18, -2.04, 0
-0.27, 0.72, 0
1.50, 0.07, 0
1.63, -1.38, 0
-1.70, -0.06, 0
0.38, -0.03, 0
-2.07, -0.09, 0
-1.30, 0.67, 0
0.37, -0.94, 0
-0.51, -1.06, 0
-0.06, 0.96, 0
-0.99, 0.50, 0
-0.53, -0.79, 0
-0.11, -1.04, 0
-0.55, -1.20, 0
1.96, 0.04, 0
-0.70, 0.21, 0
-0.11, -0.22, 0
0.61, 0.76, 0
-0.53, -0.58, 0
-0.28, -2.30, 0
-1.52, 1.37, 0
1.64, -0.25, 0
0.58, 0.31, 0
3.08, 1.12, 0
-0.13, -0.96, 0
-1.61, 0.20, 0
-0.76, -1.42, 0
-0.65, -1.08, 0
1.69, 0.88, 0
-0.01, 1.48, 0
0.08, -0.86, 0
1.52, 0.54, 0
-1.04, -0.19, 0
-0.88, -1.38, 0
0.93, 1.91, 0
-1.40, 0.56, 0
-0.65, -0.49, 0
-0.59, -0.86, 0
0.05, -0.83, 0
0.27, -0.05, 0
-0.24, -0.91, 0
-0.58, 0.76, 0
0.50, -0.98, 0
0.10, 0.75, 0
-1.67, 0.54, 0
-0.66, 0.57, 0
-0.76, -1.80, 0
-1.63, 0.05, 0
0.26, -0.90, 0
0.64, -1.66, 0
-0.07, -1.21, 0
-0.65, 0.05, 0
-0.86, -0.38, 0
1.01, -0.58, 0
0.84, -1.13, 0
0.53, 1.44, 0
-2.47, -0.80, 0
0.58, -0.20, 0
0.37, -0.60, 0
0.09, -0.16, 0
1.17, 0.25, 0
0.34, -0.41, 0
-0.49, -0.43, 0
0.39, -0.42, 0
0.29, 2.08, 0
0.87, -0.33, 0
1.20, -0.41, 0
-2.04, -1.01, 0
-1.87, -0.35, 0
0.02, 1.68, 0
0.33, -0.22, 0
0.83, -2.21, 0
0.24, 0.77, 0
-1.48, 1.14, 0
0.34, -0.42, 0
0.63, 2.27, 0
0.18, 0.25, 0
-0.46, -0.85, 0
0.83, -0.86, 0
0.07, -0.48, 0
0.48, 0.33, 0
1.04, -0.51, 0
-0.27, -0.98, 0
-0.44, 0.38, 0
0.76, -0.92, 0
0.87, 1.36, 0
0.41, 1.88, 0
-0.77, -1.24, 0
-1.78, 1.50, 0
0.65, -0.06, 0
0.28, -1.13, 0
2.45, 0.13, 0
0.11, 0.73, 0
0.48, 0.22, 0
-0.79, 0.47, 0
1.88, 1.35, 0
1.59, -0.51, 0
-0.99, -0.13, 0
0.06, 1.09, 0
-1.69, 1.53, 0
-0.16, -0.43, 0
-1.01, -1.65, 0
0.82, 0.07, 0
-1.29, -1.30, 0
-0.34, 1.67, 0
-0.26, -1.50, 0
-0.25, -0.27, 0
-2.70, -0.05, 0
-0.23, 0.70, 0
1.85, 1.13, 0
-0.27, -1.11, 0
2.57, 0.06, 0
0.01, -0.02, 0
0.20, -0.14, 0
-0.57, -0.55, 0
-0.03, -0.54, 0
-0.71, 0.11, 0
-0.25, 1.50, 0
-2.65, 1.09, 0
1.25, -2.07, 0
-0.34, -0.37, 0
-1.41, -0.78, 0
-1.11, 1.75, 0
0.94, 1.27, 0
0.72, -1.13, 0
-0.52, 0.49, 0
-1.22, 0.71, 0
-0.24, -0.37, 0
0.71, 0.44, 0
-0.36, 1.16, 0
-1.08, 0.62, 0
0.59, -0.31, 0
0.33, -1.25, 0
0.92, -0.18, 0
-0.52, 1.05, 0
-0.70, -1.41, 0
-1.56, 0.61, 0
-1.28, 1.75, 0
-2.08, 1.70, 0
0.21, -0.10, 0
-0.54, 0.40, 0
-0.04, 1.10, 0
0.11, 0.15, 0
-0.36, -0.06, 0
0.31, -1.71, 0
-1.35, 0.74, 0
0.17, -0.18, 0
0.02, 0.35, 0
-0.54, -0.78, 0
0.20, -0.98, 0
0.41, -1.70, 0
1.03, 0.47, 0
0.26, 0.98, 0
1.67, 1.01, 0
-1.84, -1.28, 0
-0.62, 0.03, 0
0.52, -0.73, 0
0.19, -0.76, 0
-0.61, -1.41, 0
-0.92, -1.35, 0
-0.98, 1.05, 0
-0.95, 2.63, 0
0.49, 0.18, 0
-0.86, 0.70, 0
-0.58, 0.12, 0
2.56, -0.10, 0
1.15, -0.70, 0
-0.03, 1.77, 0
-0.63, 1.81, 0
0.71, -0.56, 0
0.63, 0.97, 0
0.62, -1.57, 0
-0.73, -0.25, 0
-0.07, 0.62, 0
0.18, -1.34, 0
0.38, 0.61, 0
0.56, 1.08, 0
0.83, 0.46, 0
-0.07, -1.66, 0
0.43, 0.21, 0
0.27, -1.28, 0
-1.08, 1.05, 0
-0.04, 0.68, 0
0.03, 0.03, 0
0.94, -0.52, 0
0.10, -0.46, 0
-0.43, -0.31, 0
0.22, -0.48, 0
1.26, -0.89, 0
-0.19, -0.44, 0
1.45, 0.20, 0
1.03, -1.49, 0
0.27, 0.89, 0
0.08, 1.07, 0
-0.52, 1.41, 0
2.30, -0.36, 0
-0.45, 1.45, 0
1.58, -0.52, 0
-0.42, -0.28, 0
-1.34, -0.92, 0
